fighter,division,macabets_rating,strength_score,raw_elo,global_elo,division_elo,division_fights,recent_form_score,recent_form_adjusted,schedule_rating,ranking_confidence,ufc_wins,ufc_losses,ufc_draws,ufc_finishes,recent_fights_4y,last_fight_date,days_inactive,inactivity_penalty,active_pool,division_rank
SeungGuk Choi,Men’s Flyweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2023-02-04,1290,60.0,False,
Robert Sanchez,Men’s Flyweight,1429.95,39.8,1484.25,1484.25,1486.46,3,31.5,40.8,1488.03,65.8,1,2,0,1,0,2018-09-08,2900,60.0,False,
Marcos Vinicius,Men’s Flyweight,1429.52,39.8,1483.8,1483.8,1485.96,1,20.7,35.4,1505.36,56.5,1,2,0,1,0,2013-09-04,4730,60.0,False,
Bibulatov Magomed,Men’s Flyweight,1429.19,39.7,1484.63,1484.63,1486.47,3,17.5,33.7,1510.6,65.8,1,2,0,0,0,2019-02-02,2753,60.0,False,
Marco Beltran,Men’s Flyweight,1428.19,39.6,1492.55,1492.55,1472.96,2,24.4,32.9,1494.74,77.9,3,3,0,1,0,2017-10-07,3236,60.0,False,
Neil Seery,Men’s Flyweight,1426.3,39.3,1487.93,1487.93,1488.38,7,25.2,32.6,1515.88,92.2,3,4,0,1,0,2017-07-16,3319,60.0,False,
Zach Makovsky,Men’s Flyweight,1425.78,39.3,1488.0,1488.0,1488.24,7,19.2,28.4,1530.12,92.2,3,4,0,0,0,2016-12-10,3537,60.0,False,
Chico Camus,Men’s Flyweight,1425.46,39.2,1485.54,1485.54,1487.96,3,26.5,33.6,1515.8,86.0,3,4,0,0,0,2015-09-26,3978,60.0,False,
Josh Ferguson,Men’s Flyweight,1425.01,39.1,1470.76,1470.76,1487.0,1,0.0,30.0,1515.81,51.3,0,2,0,0,0,2012-07-11,5150,60.0,False,
Rogerio Bontorin,Men’s Flyweight,1424.92,39.1,1484.31,1484.31,1486.51,5,15.2,28.2,1510.02,80.3,2,3,0,1,0,2022-01-15,1675,60.0,False,
Tateki Matsuda,Men’s Flyweight,1424.69,39.1,1470.67,1470.67,1486.51,1,0.0,30.0,1499.45,51.3,0,2,0,0,0,2015-01-18,4229,60.0,False,
Azamat Gashimov,Men’s Flyweight,1424.5,39.1,1469.64,1469.64,1485.92,1,0.0,30.0,1513.33,51.3,0,2,0,0,0,2013-05-18,4839,60.0,False,
Danny Martinez,Men’s Flyweight,1424.4,39.1,1472.58,1472.58,1486.91,3,42.1,45.5,1491.62,71.0,1,3,0,0,0,2015-11-14,3929,60.0,False,
Nolan Ticman,Men’s Flyweight,1424.35,39.1,1470.03,1470.03,1487.0,1,0.0,30.0,1492.28,51.3,0,2,0,0,0,2015-05-16,4111,60.0,False,
Victor Rodriguez,Men’s Flyweight,1423.47,38.9,1467.81,1467.81,1485.54,1,0.0,30.0,1493.66,51.3,0,2,0,0,0,2021-05-22,1913,60.0,False,
Juancamilo Ronderos,Men’s Flyweight,1423.46,38.9,1469.65,1469.65,1473.45,2,0.0,30.0,1513.55,57.1,0,2,0,0,1,2023-02-18,1276,60.0,False,
Yasuhiro Urushitani,Men’s Flyweight,1423.44,38.9,1470.07,1470.07,1472.96,2,0.0,30.0,1504.44,57.1,0,2,0,0,0,2012-11-10,5028,60.0,False,
Jose Maria,Men’s Flyweight,1423.06,38.9,1468.97,1468.97,1472.99,2,0.0,30.0,1506.35,57.1,0,2,0,0,0,2013-11-09,4664,60.0,False,
Ashkan Mokhtarian,Men’s Flyweight,1422.99,38.9,1469.19,1469.19,1473.07,2,0.0,30.0,1496.39,57.1,0,2,0,0,0,2017-11-18,3194,60.0,False,
Shane Howell,Men’s Flyweight,1422.81,38.8,1468.85,1468.85,1473.0,2,0.0,30.0,1493.37,57.1,0,2,0,0,0,2015-01-18,4229,60.0,False,
Ulysses Gomez,Men’s Flyweight,1422.77,38.8,1468.83,1468.83,1472.96,2,0.0,30.0,1491.65,57.1,0,2,0,0,0,2013-02-16,4930,60.0,False,
Elias Garcia,Men’s Flyweight,1422.76,38.8,1468.71,1468.71,1473.48,2,0.0,30.0,1491.83,57.1,0,2,0,0,0,2018-12-01,2816,60.0,False,
Carlos Candelario,Men’s Flyweight,1422.74,38.8,1468.77,1468.77,1472.94,2,0.0,30.0,1491.6,57.1,0,2,0,0,1,2022-11-05,1381,60.0,False,
Jon Delos Reyes,Men’s Flyweight,1422.23,38.8,1471.03,1471.03,1486.45,3,29.1,38.0,1502.66,71.0,1,3,0,1,0,2015-10-24,3950,60.0,False,
Roldan Sangcha'an,Men’s Flyweight,1421.95,38.7,1467.42,1467.42,1472.43,2,0.0,30.0,1476.19,57.1,0,2,0,0,0,2015-05-16,4111,60.0,False,
Geane Herrera,Men’s Flyweight,1421.91,38.7,1474.65,1474.65,1477.6,4,18.8,32.2,1514.2,73.4,1,3,0,1,0,2016-11-26,3551,60.0,False,
Louis Gaudinot,Men’s Flyweight,1421.39,38.6,1473.14,1473.14,1488.48,3,11.2,27.8,1513.02,71.0,1,3,0,1,0,2015-01-03,4244,60.0,False,
Yao Zhikui,Men’s Flyweight,1420.51,38.5,1470.79,1470.79,1486.04,3,16.9,31.1,1503.83,71.0,1,3,0,0,0,2016-11-26,3551,60.0,False,
Zarrukh Adashev,Men’s Flyweight,1420.26,38.5,1468.55,1468.55,1486.41,3,26.0,36.3,1490.27,71.0,1,3,0,0,0,2022-06-04,1535,60.0,False,
Eric Shelton,Men’s Flyweight,1419.83,38.4,1474.75,1474.75,1477.16,6,36.3,40.9,1502.66,86.7,2,4,0,0,0,2019-03-23,2704,60.0,False,
Willie Gates,Men’s Flyweight,1418.76,38.3,1469.25,1469.25,1473.58,4,20.8,33.3,1499.99,73.4,1,3,0,1,0,2016-05-08,3753,60.0,False,
Justin Scoggins,Men’s Flyweight,1418.62,38.3,1478.34,1478.34,1496.81,8,15.6,25.0,1501.24,93.0,4,5,0,1,0,2018-07-14,2956,60.0,False,
Josh Sampo,Men’s Flyweight,1418.57,38.2,1470.42,1470.42,1474.37,4,14.0,29.4,1502.5,73.4,1,3,0,1,0,2015-05-23,4104,60.0,False,
Phil Harris,Men’s Flyweight,1418.42,38.2,1469.65,1469.65,1473.07,4,16.7,31.0,1502.31,73.4,1,3,0,0,0,2014-07-19,4412,60.0,False,
Alptekin Ozkilic,Men’s Flyweight,1418.33,38.2,1469.57,1469.57,1473.05,4,14.5,29.7,1510.39,73.4,1,3,0,0,0,2015-05-09,4118,60.0,False,
Richie Vaculik,Men’s Flyweight,1416.83,38.0,1467.23,1467.23,1472.03,4,17.8,31.6,1486.95,73.4,1,3,0,0,0,2015-11-14,3929,60.0,False,
Tyson Nam,Men’s Flyweight,1416.16,37.9,1479.51,1479.51,1455.84,6,26.3,32.7,1512.31,91.2,3,5,0,3,2,2023-07-15,1129,60.0,False,
Jenel Lausa,Men’s Flyweight,1415.89,37.9,1466.65,1466.65,1472.18,4,12.9,28.8,1485.98,73.4,1,3,0,0,0,2018-06-23,2977,60.0,False,
Vaughan Lee,Men’s Flyweight,1415.46,37.8,1470.26,1470.26,1487.49,1,25.2,32.0,1502.58,76.7,3,5,0,1,0,2015-07-18,4048,60.0,False,
Mateus Mendonca,Men’s Flyweight,1415.18,37.8,1457.68,1457.68,1472.99,2,0.0,25.0,1513.74,62.3,0,3,0,0,3,2024-02-24,905,60.0,False,
Jared Papazian,Men’s Flyweight,1414.85,37.7,1455.11,1455.11,1486.51,1,0.0,25.0,1493.75,56.5,0,3,0,0,0,2012-12-15,4993,60.0,False,
Iliarde Santos,Men’s Flyweight,1413.39,37.5,1454.52,1454.52,1471.99,2,0.0,25.0,1497.83,62.3,0,3,0,0,0,2013-10-09,4695,60.0,False,
Darrell Montague,Men’s Flyweight,1412.87,37.5,1455.9,1455.9,1460.5,3,0.0,25.0,1507.68,65.8,0,3,0,0,0,2015-07-12,4054,60.0,False,
Denys Bondar,Men’s Flyweight,1411.76,37.3,1454.01,1454.01,1460.46,3,0.0,25.0,1495.2,65.8,0,3,0,0,2,2024-02-24,905,60.0,False,
Jordan Espinosa,Men’s Flyweight,1411.46,37.3,1468.58,1468.58,1459.44,5,23.7,32.5,1496.78,85.4,2,4,0,0,0,2021-03-06,1990,60.0,False,
Shannon Ross,Men’s Flyweight,1411.28,37.2,1453.05,1453.05,1459.11,3,0.0,25.0,1496.88,65.8,0,3,0,0,3,2023-12-09,982,60.0,False,
Will Campuzano,Men’s Flyweight,1405.89,36.5,1443.39,1443.39,1487.53,1,0.0,21.4,1505.01,61.7,0,4,0,0,0,2014-03-15,4538,60.0,False,
Malcolm Gordon,Men’s Flyweight,1401.61,35.9,1455.98,1455.98,1472.34,6,16.2,26.4,1502.7,91.2,2,5,0,1,3,2024-01-20,940,60.0,False,
Jerome Rivera,Men’s Flyweight,1401.31,35.9,1438.19,1438.19,1472.44,2,0.0,21.4,1484.94,67.5,0,4,0,0,0,2021-07-10,1864,60.0,False,
Ryan Benoit,Men’s Flyweight,1400.53,35.8,1458.38,1458.38,1474.62,8,7.7,19.2,1492.96,93.0,3,6,0,2,0,2021-07-31,1843,60.0,False,
Daniel Lacerda,Men’s Flyweight,1384.11,33.6,1424.72,1424.72,1434.63,5,0.0,18.8,1491.79,80.3,0,5,0,0,4,2024-02-24,905,60.0,False,
Zhalgas Zhumagulov,Men’s Flyweight,1379.12,32.9,1431.43,1431.43,1440.36,7,7.7,20.4,1496.11,92.2,1,6,0,1,2,2023-06-24,1150,60.0,False,
Francis Ngannou,Men’s Heavyweight,1577.38,61.2,1658.07,1658.07,1637.16,14,94.7,82.5,1605.43,95.6,12,2,0,11,0,2022-01-22,1668,60.0,False,
Daniel Cormier,Men’s Heavyweight,1526.0,53.8,1624.24,1624.24,1539.07,6,37.0,40.5,1611.4,91.2,11,3,0,7,0,2020-08-15,2193,60.0,False,
Fabricio Werdum,Men’s Heavyweight,1506.51,51.0,1582.12,1582.12,1570.82,14,53.9,52.8,1544.3,95.6,10,4,0,6,0,2020-07-25,2214,60.0,False,
Alistair Overeem,Men’s Heavyweight,1495.8,49.4,1568.2,1568.2,1558.86,20,51.2,50.9,1547.65,96.8,12,8,0,9,0,2021-02-06,2018,60.0,False,
Marcos Rogerio de Lima,Men’s Heavyweight,1489.01,48.4,1555.84,1555.84,1550.93,12,68.6,63.5,1530.05,95.0,11,7,0,8,4,2024-02-17,912,60.0,False,
Cain Velasquez,Men’s Heavyweight,1488.55,48.3,1566.38,1566.38,1557.4,10,23.7,30.9,1566.82,94.2,7,3,0,6,0,2019-02-17,2738,60.0,False,
Jared Rosholt,Men’s Heavyweight,1483.05,47.5,1551.73,1551.73,1545.75,8,64.1,60.3,1510.82,93.0,6,2,0,1,0,2016-02-06,3845,60.0,False,
Karl Williams,Men’s Heavyweight,1471.14,45.8,1524.39,1524.39,1521.66,4,59.5,55.4,1490.76,73.4,3,1,0,0,4,2024-08-10,737,43.7,False,
Justin Willis,Men’s Heavyweight,1469.61,45.5,1542.14,1542.14,1536.93,5,64.9,59.3,1514.48,80.3,4,1,0,1,0,2019-03-23,2704,60.0,False,
Junior Dos Santos,Men’s Heavyweight,1469.01,45.5,1541.51,1541.51,1537.35,20,17.8,26.6,1565.84,96.8,12,8,0,7,0,2020-12-12,2074,60.0,False,
Ruslan Magomedov,Men’s Heavyweight,1468.16,45.3,1545.14,1545.14,1539.12,3,100.0,75.0,1518.35,65.8,3,0,0,0,0,2015-10-03,3971,60.0,False,
Shawn Jordan,Men’s Heavyweight,1466.6,45.1,1531.91,1531.91,1527.99,10,56.6,54.8,1513.29,94.2,6,4,0,6,0,2015-10-03,3971,60.0,False,
Matt Mitrione,Men’s Heavyweight,1466.58,45.1,1535.81,1535.81,1532.3,13,37.4,40.8,1528.71,95.3,8,5,0,7,0,2016-01-17,3865,60.0,False,
Cheick Kongo,Men’s Heavyweight,1461.1,44.3,1527.4,1527.4,1524.03,7,46.8,47.8,1520.38,92.2,4,2,1,2,0,2013-04-27,4860,60.0,False,
Ilir Latifi,Men’s Heavyweight,1461.05,44.3,1532.1,1532.1,1504.62,4,43.5,45.3,1536.68,88.3,9,7,0,5,2,2023-05-20,1185,60.0,False,
Arjan Bhullar,Men’s Heavyweight,1460.7,44.2,1528.83,1528.83,1525.0,4,81.3,67.9,1507.69,73.4,3,1,0,0,0,2019-05-04,2662,60.0,False,
Ben Rothwell,Men’s Heavyweight,1460.37,44.2,1527.51,1527.51,1523.73,16,41.3,43.7,1518.56,96.1,9,7,0,7,0,2021-11-13,1738,60.0,False,
Josh Barnett,Men’s Heavyweight,1456.31,43.6,1520.03,1520.03,1516.86,5,66.1,60.1,1530.31,80.3,3,2,0,2,0,2016-09-03,3635,60.0,False,
Soa Palelei,Men’s Heavyweight,1456.11,43.6,1523.62,1523.62,1521.48,6,49.8,49.9,1489.6,86.7,4,2,0,4,0,2015-08-01,4034,60.0,False,
Jon Madsen,Men’s Heavyweight,1455.96,43.6,1525.35,1525.35,1522.48,4,62.5,57.1,1496.9,73.4,3,1,0,1,0,2011-03-26,5623,60.0,False,
Timothy Johnson,Men’s Heavyweight,1454.72,43.4,1515.82,1515.82,1513.64,7,60.8,57.6,1510.3,92.2,4,3,0,1,0,2018-02-03,3117,60.0,False,
Brendan Schaub,Men’s Heavyweight,1452.91,43.1,1521.15,1521.15,1519.37,10,29.5,35.1,1519.43,94.2,6,4,0,4,0,2014-12-06,4272,60.0,False,
Carlos Felipe,Men’s Heavyweight,1449.52,42.6,1513.53,1513.53,1511.85,5,55.9,53.7,1500.34,80.3,3,2,0,0,0,2021-10-16,1766,60.0,False,
Augusto Sakai,Men’s Heavyweight,1448.65,42.5,1510.8,1510.8,1509.37,9,45.2,46.5,1527.39,93.6,5,4,0,2,1,2023-02-25,1269,60.0,False,
Dmitry Sosnovskiy,Men’s Heavyweight,1448.17,42.4,1516.87,1516.87,1514.54,1,100.0,62.5,1514.38,46.1,1,0,0,1,0,2018-03-17,3075,60.0,False,
Travis Browne,Men’s Heavyweight,1448.01,42.4,1516.77,1516.77,1515.93,17,12.3,22.6,1555.91,96.3,9,7,1,8,0,2017-07-08,3327,60.0,False,
Aleksei Oleinik,Men’s Heavyweight,1447.79,42.4,1512.92,1512.92,1510.64,17,32.7,37.4,1531.03,96.3,9,8,0,8,1,2022-10-01,1416,60.0,False,
Juan Espino,Men’s Heavyweight,1447.49,42.3,1515.4,1515.4,1513.57,3,47.2,48.6,1502.93,65.8,2,1,0,2,0,2021-04-17,1948,60.0,False,
Adam Wieczorek,Men’s Heavyweight,1447.1,42.3,1513.62,1513.62,1512.2,3,53.3,51.6,1496.86,65.8,2,1,0,1,0,2018-11-03,2844,60.0,False,
Mike Russow,Men’s Heavyweight,1445.16,42.0,1511.38,1511.38,1510.28,5,35.0,40.6,1507.95,80.3,3,2,0,2,0,2013-01-26,4951,60.0,False,
Jarjis Danho,Men’s Heavyweight,1445.09,42.0,1501.9,1501.9,1501.58,3,91.2,70.6,1494.84,65.8,1,1,1,1,0,2021-04-10,1955,60.0,False,
Mirko Filipovic,Men’s Heavyweight,1444.25,41.9,1498.65,1498.65,1498.92,6,77.3,68.2,1501.94,86.7,3,3,0,3,0,2015-04-11,4146,60.0,False,
Mark Hunt,Men’s Heavyweight,1439.99,41.3,1506.39,1506.39,1505.1,17,17.5,26.4,1541.42,96.3,8,8,1,7,0,2018-12-01,2816,60.0,False,
Todd Duffee,Men’s Heavyweight,1439.34,41.2,1500.01,1500.01,1500.01,4,45.0,47.2,1499.75,73.4,2,2,0,2,0,2019-09-14,2529,60.0,False,
Lavar Johnson,Men’s Heavyweight,1438.68,41.1,1500.19,1500.19,1500.3,4,36.2,42.1,1512.36,73.4,2,2,0,2,0,2013-02-23,4923,60.0,False,
Mark Godbeer,Men’s Heavyweight,1438.12,41.0,1497.51,1497.51,1497.82,4,46.9,48.2,1498.15,73.4,2,2,0,0,0,2018-03-17,3075,60.0,False,
Andrei Arlovski,Men’s Heavyweight,1436.77,40.8,1488.45,1488.45,1489.64,27,18.6,27.1,1511.62,97.6,13,14,0,2,4,2024-06-29,779,47.9,False,
Azunna Anyanwu,Men’s Heavyweight,1433.35,40.3,1486.31,1486.31,1487.99,1,0.0,37.5,1530.5,46.1,0,1,0,0,0,2017-09-16,3257,60.0,False,
James Mulheron,Men’s Heavyweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2017-07-16,3319,60.0,False,
Mostapha Al-Turk,Men’s Heavyweight,1432.62,40.2,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2010-04-10,5973,60.0,False,
James Toney,Men’s Heavyweight,1432.58,40.2,1484.55,1484.55,1485.96,1,0.0,37.5,1516.2,46.1,0,1,0,0,0,2010-08-28,5833,60.0,False,
Ben Sosoli,Men’s Heavyweight,1432.47,40.2,1484.3,1484.3,1486.47,1,0.0,37.5,1510.73,46.1,0,1,0,0,0,2020-02-22,2368,60.0,False,
Chase Gormley,Men’s Heavyweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2010-03-21,5993,60.0,False,
Justin Frazier,Men’s Heavyweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2018-11-30,2817,60.0,False,
Kevin Ferguson,Men’s Heavyweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2010-05-08,5945,60.0,False,
Michel Batista,Men’s Heavyweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2018-11-30,2817,60.0,False,
Nandor Guelmino,Men’s Heavyweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2013-09-21,4713,60.0,False,
Paul Buentello,Men’s Heavyweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2010-03-21,5993,60.0,False,
Rolles Gracie,Men’s Heavyweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2010-02-06,6036,60.0,False,
Vinicius Queiroz,Men’s Heavyweight,1432.19,40.2,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,0,2010-10-16,5784,60.0,False,
Braxton Smith,Men’s Heavyweight,1432.01,40.1,1483.46,1483.46,1485.69,1,0.0,37.5,1492.64,46.1,0,1,0,0,1,2023-05-06,1199,60.0,False,
Parker Porter,Men’s Heavyweight,1431.14,40.0,1491.89,1491.89,1492.89,8,39.6,42.5,1491.86,93.0,4,4,0,1,3,2023-08-26,1087,60.0,False,
Maurice Greene,Men’s Heavyweight,1431.09,40.0,1493.51,1493.51,1495.39,8,29.8,35.3,1504.64,93.0,4,4,0,3,0,2021-05-08,1927,60.0,False,
Allen Crowder,Men’s Heavyweight,1430.96,40.0,1484.68,1484.68,1486.5,3,34.4,42.2,1510.25,65.8,1,2,0,0,0,2019-06-22,2613,60.0,False,
Shane Carwin,Men’s Heavyweight,1430.57,39.9,1486.25,1486.25,1487.94,3,21.3,35.7,1517.69,65.8,1,2,0,1,0,2011-06-11,5546,60.0,False,
Rob Broughton,Men’s Heavyweight,1430.55,39.9,1486.82,1486.82,1488.51,3,19.9,34.9,1510.74,65.8,1,2,0,1,0,2011-11-05,5399,60.0,False,
Raphael Pessoa,Men’s Heavyweight,1429.58,39.8,1483.45,1483.45,1485.56,3,29.0,39.5,1501.21,65.8,1,2,0,0,0,2020-07-25,2214,60.0,False,
Brock Lesnar,Men’s Heavyweight,1429.34,39.8,1484.49,1484.49,1486.48,3,19.7,34.8,1509.97,65.8,1,2,0,1,0,2016-07-09,3691,60.0,False,
Sean McCorkle,Men’s Heavyweight,1428.5,39.6,1482.32,1482.32,1484.85,3,25.5,37.7,1493.73,65.8,1,2,0,1,0,2011-03-26,5623,60.0,False,
Chris Tuchscherer,Men’s Heavyweight,1428.05,39.6,1481.95,1481.95,1484.43,3,21.7,35.9,1499.13,65.8,1,2,0,0,0,2011-02-26,5651,60.0,False,
Cyril Asker,Men’s Heavyweight,1427.83,39.5,1483.64,1483.64,1485.8,5,39.8,43.6,1494.5,80.3,2,3,0,2,0,2018-02-10,3110,60.0,False,
Roy Nelson,Men’s Heavyweight,1427.01,39.4,1486.54,1486.54,1487.44,18,34.8,39.0,1517.44,96.5,8,10,0,7,0,2017-04-15,3411,60.0,False,
Blagoy Ivanov,Men’s Heavyweight,1426.48,39.4,1486.93,1486.93,1487.13,8,21.7,29.4,1552.72,93.0,3,5,0,0,2,2023-07-01,1143,60.0,False,
Stefan Struve,Men’s Heavyweight,1426.46,39.4,1490.69,1490.69,1493.04,20,17.5,26.4,1510.9,96.8,10,10,0,9,0,2020-10-24,2123,60.0,False,
Greg Hardy,Men’s Heavyweight,1426.32,39.3,1487.3,1487.3,1488.73,9,26.6,33.0,1521.5,93.6,4,5,0,3,0,2022-03-05,1626,60.0,False,
Philip De Fries,Men’s Heavyweight,1425.19,39.2,1481.9,1481.9,1484.41,5,28.2,36.4,1502.7,80.3,2,3,0,1,0,2013-04-06,4881,60.0,False,
Daniel Omielanczuk,Men’s Heavyweight,1425.05,39.2,1486.36,1486.36,1488.18,9,26.6,32.9,1510.44,93.6,4,5,0,2,0,2017-07-08,3327,60.0,False,
Josh Copeland,Men’s Heavyweight,1424.36,39.1,1471.42,1471.42,1474.93,2,0.0,30.0,1522.06,57.1,0,2,0,0,0,2015-03-14,4174,60.0,False,
Jon Olav Einemo,Men’s Heavyweight,1424.09,39.0,1470.94,1470.94,1474.56,2,0.0,30.0,1518.08,57.1,0,2,0,0,0,2012-01-28,5315,60.0,False,
Konstantin Erokhin,Men’s Heavyweight,1422.75,38.8,1469.14,1469.14,1473.32,2,0.0,30.0,1482.02,57.1,0,2,0,0,0,2015-12-11,3902,60.0,False,
Shane del Rosario,Men’s Heavyweight,1422.73,38.8,1468.46,1468.46,1472.55,2,0.0,30.0,1499.65,57.1,0,2,0,0,0,2012-12-15,4993,60.0,False,
Jack May,Men’s Heavyweight,1422.71,38.8,1468.39,1468.39,1472.52,2,0.0,30.0,1500.39,57.1,0,2,0,0,0,2014-08-16,4384,60.0,False,
Oli Thompson,Men’s Heavyweight,1422.66,38.8,1468.3,1468.3,1472.45,2,0.0,30.0,1499.41,57.1,0,2,0,0,0,2012-08-04,5126,60.0,False,
Gabriel Gonzaga,Men’s Heavyweight,1422.21,38.8,1480.75,1480.75,1482.31,12,32.4,37.2,1518.9,95.0,5,7,0,4,0,2016-04-10,3781,60.0,False,
Shamil Abdurakhimov,Men’s Heavyweight,1421.48,38.7,1485.68,1485.68,1485.9,11,7.9,19.4,1536.27,94.6,5,6,0,2,1,2023-01-21,1304,60.0,False,
Cody East,Men’s Heavyweight,1421.08,38.6,1465.66,1465.66,1470.44,2,0.0,30.0,1471.05,57.1,0,2,0,0,0,2016-10-01,3607,60.0,False,
Frank Mir,Men’s Heavyweight,1420.3,38.5,1478.74,1478.74,1480.63,12,30.2,35.6,1520.99,95.0,5,7,0,4,0,2016-03-19,3803,60.0,False,
Christian Colombo,Men’s Heavyweight,1419.77,38.4,1467.8,1467.8,1472.06,3,10.9,30.5,1496.01,65.8,0,2,1,0,0,2017-10-28,3215,60.0,False,
Chris de la Rocha,Men’s Heavyweight,1419.59,38.4,1468.42,1468.42,1472.54,4,33.7,40.7,1488.34,73.4,1,3,0,1,0,2018-12-15,2802,60.0,False,
Brandon Vera,Men’s Heavyweight,1418.68,38.3,1466.76,1466.76,1485.94,1,15.7,30.4,1493.34,61.7,1,3,0,0,0,2013-08-31,4734,60.0,False,
Walt Harris,Men’s Heavyweight,1418.64,38.3,1478.45,1478.45,1479.15,15,20.7,28.7,1538.76,95.9,6,9,0,6,0,2021-06-05,1899,60.0,False,
Christian Morecraft,Men’s Heavyweight,1418.48,38.2,1468.95,1468.95,1472.94,4,20.5,33.1,1499.36,73.4,1,3,0,1,0,2012-01-20,5323,60.0,False,
Yorgan De Castro,Men’s Heavyweight,1417.15,38.1,1468.75,1468.75,1473.05,4,12.8,28.7,1492.01,73.4,1,3,0,1,0,2021-04-10,1955,60.0,False,
Marcelo Golm,Men’s Heavyweight,1417.11,38.0,1468.56,1468.56,1472.9,4,13.3,29.0,1491.99,73.4,1,3,0,1,0,2019-04-20,2676,60.0,False,
Juan Adams,Men’s Heavyweight,1417.04,38.0,1467.93,1467.93,1472.3,4,14.8,29.9,1494.89,73.4,1,3,0,1,0,2020-02-08,2382,60.0,False,
Daniel Spitz,Men’s Heavyweight,1416.59,38.0,1467.96,1467.96,1472.39,4,14.3,29.6,1481.66,73.4,1,3,0,1,0,2019-10-18,2495,60.0,False,
Tim Hague,Men’s Heavyweight,1414.19,37.6,1457.93,1457.93,1463.07,3,0.0,25.0,1517.59,65.8,0,3,0,0,0,2011-01-22,5686,60.0,False,
Jeff Hughes,Men’s Heavyweight,1413.21,37.5,1456.53,1456.53,1462.02,3,0.0,25.0,1505.48,65.8,0,3,0,0,0,2020-09-26,2151,60.0,False,
Gilbert Yvel,Men’s Heavyweight,1413.11,37.5,1456.06,1456.06,1461.53,3,0.0,25.0,1511.29,65.8,0,3,0,0,0,2010-10-23,5777,60.0,False,
Ruan Potts,Men’s Heavyweight,1412.5,37.4,1454.92,1454.92,1460.55,3,0.0,25.0,1509.39,65.8,0,3,0,0,0,2015-02-28,4188,60.0,False,
Alan Baudot,Men’s Heavyweight,1412.41,37.4,1455.08,1455.08,1460.81,3,0.0,25.0,1501.82,65.8,0,3,0,0,0,2022-06-25,1514,60.0,False,
Damian Grabowski,Men’s Heavyweight,1412.07,37.4,1454.62,1454.62,1460.46,3,0.0,25.0,1497.4,65.8,0,3,0,0,0,2017-07-22,3313,60.0,False,
Roque Martinez,Men’s Heavyweight,1411.39,37.3,1453.86,1453.86,1460.0,3,0.0,25.0,1483.73,65.8,0,3,0,0,0,2021-06-19,1885,60.0,False,
Dmitrii Smoliakov,Men’s Heavyweight,1410.19,37.1,1451.46,1451.46,1457.92,3,0.0,25.0,1483.77,65.8,0,3,0,0,0,2019-04-27,2669,60.0,False,
Junior Albini,Men’s Heavyweight,1406.6,36.6,1456.9,1456.9,1462.17,5,8.4,24.0,1514.19,80.3,1,4,0,1,0,2019-06-29,2606,60.0,False,
Viktor Pesta,Men’s Heavyweight,1405.23,36.4,1454.94,1454.94,1460.56,5,9.9,25.0,1504.07,80.3,1,4,0,0,0,2017-01-15,3501,60.0,False,
Pat Barry,Men’s Heavyweight,1404.31,36.3,1459.8,1459.8,1464.17,9,25.7,32.4,1507.31,93.6,3,6,0,2,0,2013-12-06,4637,60.0,False,
Antonio Rodrigo Nogueira,Men’s Heavyweight,1403.4,36.2,1461.16,1461.16,1465.46,7,11.4,23.0,1518.89,92.2,2,5,0,2,0,2015-08-01,4034,60.0,False,
Dave Herman,Men’s Heavyweight,1402.96,36.1,1452.26,1452.26,1458.47,5,8.1,23.8,1495.73,80.3,1,4,0,1,0,2013-07-06,4790,60.0,False,
Josh Parisian,Men’s Heavyweight,1398.89,35.6,1454.33,1454.33,1460.19,7,14.9,25.4,1497.31,92.2,2,5,0,1,3,2024-03-09,891,59.1,False,
Antonio Silva,Men’s Heavyweight,1394.07,34.9,1449.76,1449.76,1455.05,11,13.4,23.4,1515.08,94.6,3,7,1,3,0,2016-09-24,3614,60.0,False,
Gian Villante,Men’s Heavyweight,1393.25,34.8,1446.67,1446.67,1459.82,3,8.0,19.5,1505.37,86.0,7,11,0,4,0,2021-11-06,1745,60.0,False,
